id,name,popularity,duration_ms,album_name,release_date,artist_name,genre,artist_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year
343YBumqHu19cGoGARUTsd,Fake Love,75,210937,More Life,2017-03-18,Drake,canadian hip hop,96,0.928,0.481,-9.35,0.287,0.105,0,0.176,0.613,134.007,2017
6t2ubAB4iSYOuIpRAOGd4t,Cake - Challenge Version,59,157164,This Is A Challenge,2016-12-16,Various Artists,None,0,0.786,0.854,-4.247,0.0523,0.0729,1.63E-06,0.179,0.687,105.078,2016
1cPqPq5uItaAN34NIc1Nc5,Miss You,52,206099,Miss You,2016-08-19,James Hersey,tropical house,55,0.874,0.592,-7.677,0.0546,0.105,0.0112,0.103,0.644,119.984,2016
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,66,214693,Don't Leave,2017-01-06,Snakehips,edm,68,0.657,0.703,-3.402,0.0753,0.222,0,0.256,0.338,122.381,2017
0EAzlhtMYxRb6wbi6KnPjC,The Other,65,189333,I met you when I was 18. (the playlist),2018-05-31,Lauv,electropop,85,0.38,0.553,-6.621,0.0653,0.421,2.63E-06,0.0788,0.384,179.629,2018
0AS63m1wHv9n4VVRizK6Hc,Mercy,80,208733,Illuminate (Deluxe),2017-04-20,Shawn Mendes,canadian pop,92,0.555,0.662,-4.952,0.0827,0.125,0,0.111,0.356,148.128,2017
2Cd9iWfcOpGDHLz6tVA3G4,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),77,202626,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2010-05-07,Shakira,colombian pop,84,0.766,0.873,-6.381,0.143,0.00627,0,0.0764,0.743,126.988,2010
0pqnGHJpmpxLKifKRmU6WP,Believer,87,204346,Evolve,2017-06-23,Imagine Dragons,modern rock,87,0.776,0.78,-4.374,0.128,0.0622,0,0.081,0.666,124.949,2017
7qiZfU4dY1lWllzX7mPBI3,Shape of You,85,233712,÷ (Deluxe),2017-03-03,Ed Sheeran,pop,91,0.825,0.652,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,2017
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,81,206693,24K Magic,2016-11-17,Bruno Mars,dance pop,88,0.853,0.56,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,2016
6uBhi9gBXWjanegOb2Phh0,Stay,77,210090,Stay,2017-02-23,Zedd,complextro,80,0.69,0.622,-5.025,0.0622,0.253,0,0.116,0.544,102.04,2017
3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),77,220780,It Ain't Me (with Selena Gomez),2017-02-16,Kygo,edm,86,0.64,0.533,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,2017
2NlTOhsAamXOaZciOXbITb,Cold (feat. Future),67,234308,Red Pill Blues (Deluxe),2018-06-15,Maroon 5,pop,87,0.693,0.717,-6.346,0.107,0.14,0,0.0464,0.412,99.836,2018
1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,75,247626,Something Just Like This,2017-02-22,The Chainsmokers,dance pop,84,0.607,0.649,-6.695,0.0362,0.0306,2.46E-05,0.174,0.505,102.996,2017
6AeQlMyRzvSl1nkFztZyKl,Issues,58,176346,Issues,2017-01-13,Julia Michaels,dance pop,81,0.722,0.417,-6.825,0.0618,0.39,0,0.0612,0.451,113.965,2017
15vzANxN8G9wWfwAJLLMCg,Paris,72,221520,Paris,2017-01-13,The Chainsmokers,dance pop,84,0.646,0.644,-6.763,0.031,0.0243,0,0.0888,0.251,99.999,2017
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,80,220883,Scared to Be Lonely,2017-01-27,Martin Garrix,big room,81,0.584,0.54,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,2017
6DOBk1Pxe7q8YFI9Ozbrb3,I Got You,50,191800,All Your Fault: Pt. 1,2017-02-16,Bebe Rexha,dance pop,82,0.606,0.889,-4.782,0.0519,0.0481,3.56E-06,0.0933,0.337,97.988,2017
7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,70,237733,Witness (Deluxe),2017-06-09,Katy Perry,dance pop,86,0.562,0.8,-5.404,0.112,0.0814,0,0.199,0.471,95.029,2017
3QmOiZF7IzJJkHnahh5Ea0,History,59,203992,Olivia,2016-07-15,Olivia Holt,post-teen pop,59,0.767,0.631,-6.762,0.0541,0.0997,0,0.119,0.541,100.968,2016
6gpcs5eMhJwax4mIfKDYQk,Slide (feat. Frank Ocean & Migos),73,230813,Slide (feat. Frank Ocean & Migos),2017-02-24,Calvin Harris,dance pop,86,0.736,0.795,-3.299,0.0545,0.498,1.21E-06,0.254,0.511,104.066,2017
49zMj9UjQ0IGksOO2VuhZX,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),58,203180,Major Lazer Essentials,2018-10-19,Major Lazer,dance pop,80,0.803,0.743,-3.602,0.0681,0.105,2.12E-06,0.099,0.674,108.005,2018
56RVUAFH9NF8zhTZ5A9KVF,Call on Me - Ryan Riback Remix,44,222000,Call on Me (Ryan Riback Remix),2017-02-10,Starley,aussietronica,61,0.691,0.821,-4.527,0.0401,0.136,0.000115,0.092,0.759,104.961,2017
6TFO7bRauf2CEXh9qy2QcY,Lights Down Low,55,225013,Lights Down Low - EP,2016-10-14,MAX,dance pop,78,0.622,0.571,-5.338,0.0493,0.0458,0,0.122,0.635,81.059,2016
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),77,216408,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,Jason Derulo,dance pop,87,0.696,0.817,-3.862,0.109,0.075,0,0.187,0.782,98.064,2017
6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,74,228826,Despacito Feat. Justin Bieber (Remix),2017-04-17,Luis Fonsi,latin,78,0.653,0.816,-4.353,0.167,0.228,0,0.0967,0.816,178.085,2017
34oB5r0lcN3fYWCs2uA1k5,The Cure,68,211363,The Cure,2017-04-16,Lady Gaga,dance pop,88,0.697,0.506,-4.863,0.0325,0.0792,0,0.0893,0.516,100.002,2017
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,82,199440,Illuminate (Deluxe),2017-04-20,Shawn Mendes,canadian pop,92,0.866,0.813,-4.063,0.0554,0.38,0,0.0779,0.969,121.998,2017
5cF0dROlMOK5uNZtivgu50,Attention,81,208786,Voicenotes,2018-05-11,Charlie Puth,dance pop,81,0.775,0.613,-4.586,0.0542,0.109,2.33E-05,0.134,0.797,100.066,2018
4Ro98RCK90oHqqSZUnTFq5,Strip That Down,69,204502,Strip That Down,2017-05-18,Liam Payne,dance pop,78,0.874,0.497,-5.484,0.0562,0.22,0,0.0761,0.542,106.023,2017
6jA8HL9i4QGzsj6fjoxp8Y,There for You,71,221904,There for You,2017-05-26,Martin Garrix,big room,81,0.611,0.644,-7.607,0.0553,0.124,0,0.124,0.13,105.969,2017
3DXncPQOG4VBw3QHh3S817,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",74,288600,Grateful,2017-06-22,DJ Khaled,dance pop,82,0.609,0.668,-4.284,0.0367,0.0552,0,0.167,0.811,80.924,2017
1SJtlNRJDeYHioymcvsqev,Crying in the Club,71,216391,Crying in the Club,2017-05-18,Camila Cabello,dance pop,85,0.334,0.617,-5.834,0.383,0.334,0,0.163,0.603,85.227,2017
1zB4vmk8tFRmM9UULNzbLB,Thunder,84,187146,Evolve,2017-06-23,Imagine Dragons,modern rock,87,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,2017
4QeoDcR16IHpmmgFGQDrCp,No Vacancy,59,223189,No Vacancy,2017-04-28,OneRepublic,dance pop,83,0.72,0.727,-3.882,0.0489,0.0556,0,0.138,0.481,99.994,2017
4rwqrKdwlFWJ6LvPYaOtgn,Quit (feat. Ariana Grande),68,258188,9,2017-04-28,Cashmere Cat,dance pop,60,0.44,0.413,-7.365,0.0407,0.105,3.40E-05,0.0997,0.141,86.911,2017
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,80,233901,Jungle Rules,2017-07-14,French Montana,hip hop,80,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,2017
10GJQkjRJcZhGTLagFOC62,Most Girls,76,204400,Most Girls,2017-04-28,Hailee Steinfeld,dance pop,77,0.756,0.572,-7.019,0.0763,0.0478,0,0.0853,0.417,102.986,2017
7i2DJ88J7jQ8K7zqFX2fW8,Now Or Never,69,214801,hopeless fountain kingdom (Deluxe),2017-06-02,Halsey,dance pop,88,0.67,0.585,-4.861,0.0354,0.107,1.11E-06,0.131,0.447,110.03,2017
0XQHz5C8PknyrEhyrKxVKa,Down (feat. Gucci Mane),60,165200,Fifth Harmony,2017-10-29,Fifth Harmony,dance pop,74,0.53,0.512,-7.094,0.133,0.0162,7.04E-05,0.128,0.401,196.121,2017
47OVNnZJzIkrsEiZ4n187p,Mama,64,184133,Mama,2017-05-05,Jonas Blue,dance pop,79,0.737,0.792,-4.117,0.0416,0.102,0,0.0532,0.543,104.012,2017
27vTihlWXiz9f9lJM3XGVU,Slow Hands,63,188174,Slow Hands,2017-05-04,Niall Horan,dance pop,81,0.735,0.423,-6.652,0.0459,0.011,0,0.0553,0.851,85.899,2017
5tz69p7tJuGPeMGwNTxYuV,1-800-273-8255,80,250173,Everybody,2017-05-05,Logic,conscious hip hop,82,0.62,0.574,-7.788,0.0479,0.569,0,0.19,0.357,100.023,2017
6Qn5zhYkTa37e91HC1D7lb,Whatever It Takes,81,201240,Evolve,2017-06-23,Imagine Dragons,modern rock,87,0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,2017
7LJkGyL4vVrtn1mho7BmtA,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",61,225849,Know No Better,2017-06-01,Major Lazer,dance pop,80,0.738,0.814,-4.414,0.0999,0.132,9.64E-06,0.126,0.483,119.041,2017
39IsH7B5byx8NRlEKlZVg9,Pretty Girl - Cheat Codes X CADE Remix,69,193613,Pretty Girl (Cheat Codes X CADE Remix),2017-03-03,Maggie Lindemann,dance pop,71,0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,2017
5q5gzmbBS5yQzos2BvVr1t,Nights With You,60,197494,Nights With You,2017-04-21,MØ,dance pop,73,0.763,0.671,-4.029,0.1,0.401,1.16E-05,0.375,0.602,120.06,2017
3OtMnyUaiipcAT23A8liyi,Swish Swish,69,242520,Witness (Deluxe),2017-06-09,Katy Perry,dance pop,86,0.838,0.705,-5.201,0.0449,0.0184,1.82E-05,0.102,0.583,119.953,2017
6h5PAsRni4IRlxWr6uDPTP,More Than You Know,80,203000,More Than You Know,2017-07-28,Axwell /\ Ingrosso,big room,69,0.646,0.741,-4.973,0.034,0.0275,0,0.312,0.571,123.077,2017
1louJpMmzEicAn7lzDalPW,No Promises (feat. Demi Lovato),72,223503,No Promises (feat. Demi Lovato),2017-03-31,Cheat Codes,dance pop,77,0.741,0.667,-5.445,0.134,0.0575,0,0.106,0.595,112.956,2017
3ZkUWF1MVm3tLgz7dplGpk,The Way I Are (Dance with Somebody) [feat. Lil Wayne],60,187787,All Your Fault: Pt. 2,2017-08-11,Bebe Rexha,dance pop,82,0.466,0.659,-6.077,0.115,0.00282,0,0.273,0.36,186.169,2017
11EDhDAVDtGPoSar6ootYA,Strangers,65,221205,hopeless fountain kingdom (Deluxe),2017-06-02,Halsey,dance pop,88,0.69,0.784,-4.724,0.056,0.01,4.08E-05,0.22,0.284,109.969,2017
4h1kl6AelZyNFzvtXcRP6y,Uh Huh,49,178973,Nervous System,2017-07-28,Julia Michaels,dance pop,81,0.772,0.665,-4.832,0.193,0.163,3.70E-05,0.0696,0.55,137.929,2017
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE,82,177000,DAMN,2017-04-14,Kendrick Lamar,conscious hip hop,87,0.908,0.621,-6.638,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,2017
0Oa9mHOnH14GZ4toWwkf4c,Good Life (with G-Eazy & Kehlani),65,225520,Good Life (with G-Eazy & Kehlani),2017-03-17,G-Eazy,hip hop,83,0.572,0.778,-5.208,0.233,0.00638,0,0.0563,0.54,168.073,2017
3Q3myFA7q4Op95DOpHplaY,do re mi,77,212027,digital druglord,2017-04-21,blackbear,electropop,86,0.745,0.593,-6.35,0.0526,0.00522,5.25E-06,0.123,0.17,111.002,2017
3QWjljChcOMkRDYSzF33Qr,Whippin (feat. Felix Snow),55,160596,Whippin (feat. Felix Snow),2017-04-12,Kiiara,dance pop,68,0.87,0.502,-7.497,0.0549,0.549,0.00356,0.0916,0.673,82.53,2017
7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,74,165386,Body Like A Back Road,2017-02-01,Sam Hunt,contemporary country,74,0.732,0.458,-7.225,0.0311,0.447,0,0.136,0.661,98.938,2017
5Ohxk2dO5COHF1krpoPigN,Sign of the Times,83,340706,Harry Styles,2017-05-12,Harry Styles,pop,90,0.516,0.595,-4.63,0.0313,0.0275,0,0.109,0.222,119.972,2017
2fZQIJew3nkNe99s2PKzul,Bad Liar,69,214647,Bad Liar,2017-05-18,Selena Gomez,dance pop,86,0.965,0.414,-6.408,0.0713,0.189,0,0.0767,0.728,121.032,2017
1UZOjK1BwmwWU14Erba9CZ,Malibu,76,231906,Younger Now,2017-09-29,Miley Cyrus,dance pop,91,0.573,0.781,-6.406,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,2017
542Xd5qDeLBvgXZXhfW7LE,Obsession (feat. Jon Bellion),42,221982,Obsession (feat. Jon Bellion),2017-03-10,Vice,chicano rap,51,0.741,0.559,-7.775,0.03,0.00728,0.000971,0.21,0.466,101.999,2017
265zv3IDBskSIkvgPOSiGQ,2U (feat. Justin Bieber),62,194893,7,2018-09-14,David Guetta,dance pop,87,0.534,0.613,-7.41,0.0591,0.234,0,0.227,0.528,144.878,2018
77lGafvlU68CeHgB2pkHC9,At My Best (feat. Hailee Steinfeld),63,199973,bloom,2017-05-12,Machine Gun Kelly,ohio hip hop,87,0.524,0.772,-6.696,0.152,0.00273,0.000169,0.224,0.237,169.855,2017
1OAh8uOEOvTDqkKFsKksCi,Wild Thoughts (feat. Rihanna & Bryson Tiller),74,204173,Grateful,2017-06-22,DJ Khaled,dance pop,82,0.671,0.672,-3.094,0.0688,0.0329,0,0.118,0.632,97.979,2017
02oAUzv4M0ItuTDy2RT3IT,Homemade Dynamite,60,189796,Melodrama,2017-06-16,Lorde,art pop,79,0.771,0.431,-5.423,0.0577,0.287,2.75E-06,0.0934,0.268,107.047,2017
0jdny0dhgjUwoIp5GkqEaA,Praying,74,230266,Rainbow,2017-08-11,Kesha,dance pop,78,0.543,0.39,-7.202,0.0322,0.489,0,0.111,0.303,73.415,2017
15ahYSiHAIMxAnujlXVtta,Super Far,66,203650,LANY,2017-06-30,LANY,la pop,79,0.575,0.46,-6.839,0.182,0.0988,0,0.227,0.462,95.952,2017
7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,79,203760,Tell Me You Love Me (Deluxe),2017-09-29,Demi Lovato,dance pop,84,0.705,0.64,-6.928,0.225,0.0237,0,0.262,0.887,144.077,2017
2ekn2ttSfGqwhhate0LSR0,New Rules,81,209320,Dua Lipa (Deluxe),2017-06-02,Dua Lipa,dance pop,93,0.762,0.7,-6.021,0.0694,0.00261,1.56E-05,0.153,0.608,116.073,2017
4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),70,186112,Fetish (feat. Gucci Mane),2017-07-13,Selena Gomez,dance pop,86,0.708,0.618,-4.424,0.0592,0.0204,6.81E-06,0.062,0.265,123.013,2017
0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),77,220454,GEMINI,2017-09-22,Macklemore,pop rap,76,0.731,0.794,-5.126,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,2017
7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),72,190427,Back to You (feat. Bebe Rexha & Digital Farm Animals),2017-07-21,Louis Tomlinson,pop,74,0.683,0.53,-4.918,0.142,0.207,0,0.394,0.645,75.016,2017
2kP1ujXHn0mNqFbiT3zob8,What Kind Of Man,58,216176,"How Big, How Blue, How Beautiful (Deluxe)",2015-06-01,Florence + The Machine,baroque pop,76,0.313,0.635,-4.676,0.0431,0.0229,0,0.129,0.224,114.776,2015
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,80,235893,Fallen,2003-03-04,Evanescence,alternative metal,74,0.331,0.943,-3.188,0.0698,0.00721,2.06E-06,0.242,0.296,94.612,2003
1f6xYh2HSx8ttCjl4Pckep,The Last Of The Real Ones,61,230400,MANIA,2018-01-19,Fall Out Boy,emo,81,0.579,0.872,-5.294,0.0443,0.00594,0,0.192,0.557,115.043,2018
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),82,217306,Camila,2018-01-12,Camila Cabello,dance pop,85,0.765,0.523,-4.333,0.03,0.184,3.56E-05,0.132,0.394,104.988,2018
7y9iMe8SOB6z3NoHE2OfXl,Bad At Love,74,181279,hopeless fountain kingdom (Deluxe),2017-06-02,Halsey,dance pop,88,0.675,0.751,-3.539,0.0296,0.0604,0,0.0893,0.612,118.384,2017
1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,82,239000,Dusk Till Dawn (Radio Edit),2017-09-07,ZAYN,dance pop,82,0.258,0.437,-6.593,0.039,0.101,1.27E-06,0.106,0.0967,180.043,2017
4Ux0Y0eQYv4HJPvuxioosx,I Just Can't,50,156000,I Just Can't,2017-09-08,R3HAB,big room,81,0.652,0.595,-6.944,0.0419,0.162,0,0.148,0.303,77.538,2017
2Za1AlJNvksouPPWbXpR2X,Good Old Days (feat. Kesha),71,240506,GEMINI,2017-09-22,Macklemore,pop rap,76,0.712,0.51,-8.162,0.0633,0.446,2.46E-05,0.112,0.268,122.964,2017
0Zbbxnx4SGGHoIow4PpISP,Stargazing,70,236853,Stargazing - EP,2017-09-21,Kygo,edm,86,0.677,0.497,-5.763,0.0809,0.152,0,0.0911,0.419,99.137,2017
53mrVsi49rLHIaKBiSvElG,do re mi (feat. Gucci Mane),62,233705,do re mi (feat. Gucci Mane),2017-07-28,blackbear,electropop,86,0.746,0.647,-6.388,0.052,0.007,0,0.156,0.196,112.015,2017
732Sqj2piYPhdMPENP4axz,Easy Love,59,224449,I met you when I was 18. (the playlist),2018-05-31,Lauv,electropop,85,0.745,0.481,-8.291,0.054,0.302,3.67E-06,0.0808,0.229,137.001,2018
3ojTJaonfkL96iIWa47SU3,Questions,67,129477,Heartbreak on a Full Moon,2017-10-31,Chris Brown,dance pop,89,0.614,0.598,-6.335,0.0561,0.00543,0,0.1,0.565,105.803,2017
6eUncuJutsFi9BGO1JaBHh,If I'm Lucky,60,212013,If I'm Lucky,2017-08-31,Jason Derulo,dance pop,87,0.897,0.634,-6.264,0.161,0.00413,0,0.0686,0.506,112.048,2017
1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,82,201000,The Thrill Of It All (Special Edition),2017-11-03,Sam Smith,dance pop,89,0.681,0.372,-8.237,0.0432,0.64,0,0.169,0.476,91.873,2017
1ZY1PqizIl78geGM4xWlEA,Gorgeous,71,209680,reputation,2017-11-10,Taylor Swift,dance pop,95,0.8,0.535,-6.684,0.135,0.0713,9.48E-06,0.213,0.451,92.027,2017
1OG4nxGMy72EklX2DwcN3Z,Bedroom Floor,52,188346,Bedroom Floor,2017-10-20,Liam Payne,dance pop,78,0.597,0.68,-7.104,0.0769,0.322,0.000143,0.111,0.195,119.946,2017
7vGuf3Y35N4wmASOKLUVVU,Silence,83,180822,Silence,2017-08-11,Marshmello,brostep,88,0.52,0.761,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,2017
1YMBg7rOjxzbya0fPOYfNX,A Different Way (with Lauv),66,198285,A Different Way (with Lauv),2017-09-21,DJ Snake,dance pop,80,0.784,0.757,-3.912,0.0384,0.495,1.18E-06,0.142,0.587,104.996,2017
7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),78,163870,All Your Fault: Pt. 2,2017-08-11,Bebe Rexha,dance pop,82,0.643,0.783,-6.458,0.0856,0.047,0,0.083,0.579,154.084,2017
6wmAHw1szh5RCKSRjiXhPe,How Long,73,200853,Voicenotes,2018-05-11,Charlie Puth,dance pop,81,0.845,0.561,-5.253,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,2018
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",78,174800,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,Hailee Steinfeld,dance pop,77,0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,2017
7rdUtXasA973gmrr2Xxh3E,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",57,214254,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",2017-09-14,Lorde,art pop,79,0.781,0.548,-4.997,0.0764,0.229,0,0.127,0.175,106.996,2017
0tBbt8CrmxbjRP0pueQkyU,Wolves,80,197993,Wolves,2017-10-25,Selena Gomez,dance pop,86,0.724,0.804,-4.614,0.0448,0.124,0,0.204,0.306,124.987,2017
52okn5MNA47tk87PeZJLEL,Let You Down,83,212120,Perception,2017-10-06,NF,hip hop,84,0.662,0.714,-5.68,0.121,0.312,0,0.179,0.464,147.997,2017
1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,76,211853,reputation,2017-11-10,Taylor Swift,dance pop,95,0.766,0.709,-6.471,0.123,0.204,1.41E-05,0.126,0.506,128.07,2017
0tPQPaOKM32WgMSbPCYyRH,Dirty Sexy Money (feat. Charli XCX & French Montana),62,172687,Dirty Sexy Money (feat. Charli XCX & French Montana),2017-11-02,David Guetta,dance pop,87,0.721,0.873,-4.741,0.119,0.0789,0,0.0824,0.552,79.943,2017
0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",76,202804,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",2017-11-18,Machine Gun Kelly,ohio hip hop,87,0.653,0.718,-5.232,0.213,0.00413,0,0.0537,0.216,82.034,2017
1cS0TgbR263ey9jn0MwD2s,River (feat. Ed Sheeran),75,221013,Revival,2017-12-15,Eminem,detroit hip hop,92,0.748,0.749,-5.916,0.516,0.142,0,0.0713,0.659,90.09,2017
0OlnLZY4cmQzT6ZGttvWBM,So Far Away (feat. Jamie Scott & Romy Dya),69,183636,So Far Away (feat. Jamie Scott & Romy Dya),2017-12-01,Martin Garrix,big room,81,0.526,0.52,-7.985,0.0569,0.435,0,0.197,0.13,149.119,2017
7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],63,238726,MIC Drop (feat. Desiigner) [Steve Aoki Remix],2017-11-24,BTS,k-pop,97,0.613,0.842,-4.332,0.219,0.0157,0,0.23,0.645,169.917,2017
1vxw6aYJls2oq3gW0DujAo,Crazy,77,177466,St. Elsewhere,2006-04-24,Gnarls Barkley,atl hip hop,66,0.855,0.587,-4.589,0.0336,0.0505,0.00714,0.105,0.64,111.97,2006
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,75,217288,Finesse (Remix) [feat. Cardi B],2017-12-20,Bruno Mars,dance pop,88,0.704,0.859,-4.877,0.0996,0.0185,0,0.0215,0.926,105.115,2017
58kZ9spgxmlEznXGu6FPdQ,Sick Boy,72,193200,Sick Boy,2018-12-14,The Chainsmokers,dance pop,84,0.663,0.577,-7.518,0.0531,0.109,0,0.12,0.454,89.996,2018
76cy1WJvNGJTj78UqeA5zr,IDGAF,80,217946,Dua Lipa (Deluxe),2017-06-02,Dua Lipa,dance pop,93,0.836,0.544,-5.975,0.0943,0.0403,0,0.0824,0.51,97.028,2017
09IStsImFySgyp0pIQdqAc,The Middle,82,184732,The Middle,2018-01-23,Zedd,complextro,80,0.753,0.657,-3.061,0.0449,0.171,0,0.112,0.437,107.01,2018
77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),75,211440,Black Panther The Album Music From And Inspired By,2018-02-09,Kendrick Lamar,conscious hip hop,87,0.735,0.677,-4.979,0.093,0.0762,2.17E-05,0.111,0.188,100.584,2018
5k38wzpLb15YgncyWdTZE4,Him & I (with Halsey),76,268866,The Beautiful & Damned,2017-12-15,G-Eazy,hip hop,83,0.589,0.731,-6.343,0.0868,0.0534,0,0.308,0.191,87.908,2017
5HwnezK198pJCEj1l2Adjy,She Loves Control,64,177160,Camila,2018-01-12,Camila Cabello,dance pop,85,0.65,0.758,-4.02,0.116,0.166,0,0.0889,0.663,94.9,2018
7bXvOMQ3UrcTS1dO9Ppzsg,Sober Up (feat. Rivers Cuomo),59,218760,The Click,2017-06-30,AJR,modern rock,77,0.647,0.616,-4.948,0.0272,0.277,0,0.0816,0.79,93.019,2017
08bNPGLD8AhKpnnERrAc6G,FRIENDS,81,202620,FRIENDS,2018-02-09,Marshmello,brostep,88,0.626,0.88,-2.384,0.0504,0.205,0,0.128,0.534,95.079,2018
1T575AhHueYinKSDflEsGK,Heaven,73,191786,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,Various Artists,None,0,0.552,0.371,-9.104,0.0359,0.857,0,0.0838,0.245,199.843,2018
2x0WlnmfG39ZuDmstl9xfX,End Game,71,244826,reputation,2017-11-10,Taylor Swift,dance pop,95,0.649,0.589,-6.237,0.0558,0.00845,0,0.108,0.151,159.073,2017
66kQ7wr4d2LwwSjr7HXcyr,All The Stars (with SZA),61,235540,All The Stars (with SZA),2018-01-04,Kendrick Lamar,conscious hip hop,87,0.705,0.628,-5.362,0.0489,0.0287,0.0193,0.0863,0.465,96.799,2018
1zEhH5BmSpKi1mRSIfBDOq,Best Friend,65,184880,Treehouse,2018-04-13,Sofi Tukker,pop,72,0.699,0.7,-5.704,0.0392,0.0109,0.0794,0.152,0.3,102.023,2018
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,79,211360,Shawn Mendes,2018-05-25,Shawn Mendes,canadian pop,92,0.622,0.712,-7.321,0.066,0.0573,0,0.13,0.487,140.025,2018
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,81,205920,Sweetener,2018-08-17,Ariana Grande,pop,97,0.699,0.713,-5.507,0.0594,0.04,3.11E-06,0.294,0.354,121.993,2018
0ErK6K0kYr0Ow2RkPMhmMs,Shout Out to My Ex,79,246240,Glory Days (Expanded Edition),2016-11-18,Little Mix,dance pop,85,0.773,0.747,-4.061,0.0885,0.0242,8.99E-06,0.109,0.801,126.014,2016
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),75,222653,Solo (feat. Demi Lovato),2018-05-17,Clean Bandit,dance pop,80,0.737,0.636,-4.546,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,2018
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,77,224920,Girl on Fire (Remixes) - EP,2012-11-18,Alicia Keys,hip pop,81,0.482,0.706,-5.762,0.0609,0.135,0.00106,0.105,0.144,92.494,2012
3u1S1OmAUhx5DRlLrXqyp3,Rise,73,194407,Rise,2018-05-25,Jonas Blue,dance pop,79,0.69,0.784,-4.653,0.032,0.323,0,0.203,0.669,106.066,2018
0iQ77tSa7ncj7zBPtVx6cU,One Foot,64,261373,What If Nothing,2017-11-10,WALK THE MOON,dance pop,71,0.582,0.821,-4.861,0.0365,0.00754,2.10E-06,0.818,0.468,100.025,2017
